时间,东门,西门,南门,北门
00:00,2,0,25,5
00:10,2,0,25,7
00:20,4,2,25,6
00:30,5,3,25,6
00:40,7,4,25,8
00:50,7,6,25,9
01:00,8,6,25,9
01:10,9,6,25,9
01:20,10,6,25,9
01:30,9,7,25,9
01:40,11,8,25,9
01:50,11,8,25,9
02:00,12,11,25,12
02:10,13,11,25,13
02:20,15,11,25,13
02:30,16,13,25,13
02:40,17,14,25,15
02:50,20,16,25,15
03:00,20,18,25,16
03:10,21,19,26,16
03:20,23,19,28,16
03:30,25,20,28,16
03:40,26,23,29,16
03:50,28,24,29,19
04:00,33,26,29,19
04:10,33,27,29,19
04:20,33,29,29,19
04:30,34,30,29,20
04:40,34,32,30,20
04:50,37,33,30,20
05:00,38,33,30,21
05:10,39,35,30,21
05:20,40,36,30,22
05:30,40,36,31,22
05:40,41,36,32,23
05:50,43,37,32,25
06:00,46,37,33,25
06:10,49,39,34,26
06:20,52,41,34,26
06:30,53,41,34,26
06:40,54,43,34,28
06:50,53,46,34,29
07:00,53,47,35,30
07:10,53,48,35,32
07:20,54,49,36,33
07:30,52,49,36,33
07:40,54,51,36,34
07:50,54,53,37,34
08:00,55,53,37,36
08:10,55,53,38,34
08:20,56,52,38,34
08:30,54,51,37,32
08:40,54,50,37,28
08:50,52,51,38,27
09:00,51,51,37,23
09:10,51,47,37,23
09:20,51,43,37,21
09:30,50,41,36,19
09:40,50,39,35,18
09:50,46,36,34,18
10:00,45,37,34,17
10:10,41,33,34,17
10:20,39,33,33,18
10:30,39,33,32,17
10:40,38,33,32,17
10:50,37,32,32,16
11:00,37,30,32,14
11:10,35,29,32,14
11:20,33,28,32,14
11:30,31,29,32,9
11:40,28,29,31,9
11:50,26,25,31,10
12:00,27,23,30,7
12:10,26,20,28,3
12:20,26,15,28,0
12:30,23,13,26,1
12:40,19,10,26,0
12:50,19,9,26,1
13:00,15,10,24,0
13:10,11,8,22,0
13:20,10,8,21,0
13:30,12,5,21,0
13:40,9,3,20,0
13:50,9,1,20,2
14:00,8,1,21,1
14:10,6,1,22,1
14:20,5,1,23,2
14:30,5,1,21,1
14:40,5,1,21,2
14:50,5,1,21,2
15:00,5,1,21,1
15:10,5,2,20,1
15:20,2,2,21,2
15:30,0,1,22,3
15:40,1,1,22,3
15:50,1,1,22,3
16:00,0,3,22,4
16:10,1,4,22,2
16:20,1,3,21,2
16:30,2,2,22,4
16:40,3,3,22,5
16:50,3,6,21,3
17:00,1,3,18,3
17:10,1,5,20,4
17:20,2,6,19,6
17:30,2,6,23,6
17:40,0,6,23,4
17:50,0,6,23,2
18:00,0,4,24,0
18:10,1,7,24,2
18:20,1,7,26,1
18:30,0,7,26,4
18:40,0,10,28,7
18:50,0,9,28,5
19:00,3,8,29,6
19:10,3,8,29,7
19:20,3,8,29,7
19:30,3,7,29,6
19:40,1,6,30,6
19:50,2,5,30,5
20:00,4,6,30,7
20:10,5,6,30,6
20:20,3,5,31,6
20:30,3,5,31,5
20:40,3,4,31,7
20:50,4,5,31,7
21:00,3,7,30,7
21:10,5,6,30,9
21:20,2,6,29,11
21:30,1,8,30,12
21:40,2,8,30,14
21:50,2,10,30,16
22:00,3,11,28,16
22:10,5,11,29,18
22:20,7,12,30,18
22:30,10,12,30,18
22:40,13,12,30,21
22:50,13,13,30,21
23:00,14,15,30,21
23:10,15,16,30,21
23:20,16,18,30,21
23:30,16,19,30,21
23:40,16,21,30,21
23:50,16,22,30,23
