时间,东门,西门,南门,北门
00:00,68,55,40,35
00:10,68,55,40,35
00:20,68,55,40,35
00:30,68,55,40,35
00:40,68,55,40,35
00:50,68,55,40,35
01:00,68,56,40,35
01:10,68,57,40,36
01:20,69,57,40,36
01:30,69,57,40,36
01:40,69,57,40,36
01:50,69,57,40,36
02:00,69,57,40,36
02:10,69,57,40,36
02:20,69,57,40,36
02:30,69,57,40,36
02:40,69,57,40,36
02:50,69,57,40,36
03:00,69,57,40,36
03:10,69,57,40,36
03:20,69,57,40,37
03:30,69,57,40,37
03:40,69,57,40,38
03:50,69,57,40,38
04:00,69,57,40,38
04:10,69,57,40,38
04:20,69,58,40,38
04:30,69,58,40,38
04:40,69,58,40,39
04:50,69,58,40,39
05:00,70,58,40,39
05:10,70,58,40,40
05:20,70,58,40,40
05:30,70,58,40,40
05:40,70,58,40,40
05:50,70,58,40,40
06:00,70,59,40,40
06:10,70,59,40,40
06:20,70,59,40,40
06:30,70,59,40,40
06:40,70,59,40,40
06:50,70,59,40,40
07:00,70,59,40,40
07:10,69,59,40,40
07:20,69,60,40,40
07:30,69,60,40,40
07:40,69,60,40,39
07:50,69,60,40,38
08:00,69,60,40,38
08:10,69,60,40,38
08:20,68,60,40,38
08:30,67,60,40,38
08:40,66,60,40,38
08:50,66,60,40,38
09:00,66,60,40,37
09:10,66,60,39,37
09:20,66,60,39,37
09:30,66,60,39,37
09:40,66,60,39,37
09:50,66,60,39,37
10:00,66,60,39,37
10:10,66,60,39,37
10:20,66,60,39,37
10:30,66,60,39,37
10:40,65,60,39,37
10:50,65,60,39,37
11:00,65,59,39,37
11:10,64,59,39,37
11:20,64,59,39,37
11:30,64,59,39,37
11:40,64,59,39,37
11:50,63,59,39,36
12:00,63,59,40,37
12:10,63,59,40,37
12:20,63,59,39,36
12:30,63,59,39,36
12:40,63,59,39,36
12:50,63,59,39,37
13:00,63,59,39,36
13:10,63,59,39,36
13:20,64,59,39,36
13:30,64,59,39,35
13:40,65,57,39,35
13:50,65,56,39,35
14:00,64,56,39,36
14:10,64,56,39,37
14:20,64,56,39,37
14:30,63,56,39,36
14:40,63,56,39,36
14:50,63,56,39,36
15:00,63,56,39,36
15:10,63,56,39,36
15:20,63,56,39,37
15:30,63,56,39,37
15:40,64,56,39,37
15:50,65,56,39,36
16:00,64,56,39,36
16:10,64,56,39,36
16:20,64,56,39,36
16:30,64,56,39,36
16:40,64,55,39,35
16:50,65,55,39,35
17:00,65,56,39,35
17:10,65,56,38,36
17:20,62,55,38,36
17:30,60,55,38,36
17:40,57,54,38,36
17:50,56,53,38,36
18:00,55,52,38,35
18:10,55,51,39,35
18:20,54,51,39,35
18:30,54,52,39,35
18:40,53,52,39,35
18:50,50,52,39,35
19:00,50,52,39,35
19:10,49,51,39,35
19:20,49,50,39,35
19:30,46,50,39,36
19:40,47,50,39,36
19:50,46,49,39,36
20:00,45,49,39,36
20:10,44,49,39,36
20:20,44,48,39,36
20:30,45,48,39,36
20:40,45,48,39,36
20:50,45,48,39,37
21:00,45,49,39,37
21:10,43,49,39,37
21:20,44,49,39,37
21:30,44,49,39,37
21:40,43,49,38,38
21:50,43,49,38,39
22:00,42,49,38,38
22:10,43,48,39,38
22:20,42,48,39,38
22:30,42,48,39,38
22:40,41,48,39,37
22:50,42,49,39,37
23:00,43,50,39,37
23:10,44,50,39,37
23:20,44,50,39,37
23:30,45,50,39,37
23:40,46,50,39,37
23:50,46,51,39,37
