时间,东门,西门,南门,北门
00:00,46,31,39,28
00:10,47,31,39,28
00:20,47,31,39,28
00:30,47,31,39,28
00:40,49,32,39,28
00:50,49,32,39,29
01:00,49,32,39,29
01:10,51,32,39,29
01:30,51,33,39,30
01:40,51,33,39,29
01:50,51,33,39,29
02:00,51,34,39,29
02:10,51,34,39,29
02:20,50,35,39,29
02:30,49,35,39,29
02:40,50,36,39,29
02:50,50,36,39,29
03:00,51,36,39,30
03:10,51,37,39,30
03:20,51,37,39,31
03:30,53,37,39,31
03:40,54,38,39,32
03:50,54,38,39,32
04:00,54,40,39,32
04:10,54,41,39,32
04:20,54,43,39,33
04:30,54,43,39,34
04:40,54,43,39,34
04:50,54,44,39,34
05:00,55,44,39,34
05:10,55,44,39,34
05:20,55,45,39,34
05:30,55,47,39,34
05:40,56,47,39,34
05:50,56,49,39,34
06:00,56,49,39,34
06:10,56,49,39,34
06:20,58,49,39,34
06:30,58,49,40,34
06:40,60,49,40,34
06:50,61,50,40,34
07:00,60,50,40,34
07:10,61,52,40,34
07:20,61,53,40,35
07:30,62,53,40,35
07:40,63,53,40,35
07:50,63,54,40,35
08:00,63,54,40,35
08:10,64,54,40,35
08:20,64,55,40,35
08:30,65,57,40,35
08:40,66,57,40,36
08:50,66,57,40,36
09:00,67,58,40,36
09:10,67,57,40,36
09:20,67,57,39,36
09:30,67,57,39,35
09:40,67,57,38,35
09:50,68,57,38,35
10:00,68,57,38,36
10:10,67,58,38,36
10:20,67,57,38,36
10:30,67,57,38,36
10:40,67,57,38,36
10:50,67,57,38,36
11:00,66,56,38,34
11:10,66,56,38,33
11:20,66,57,38,32
11:30,65,57,38,32
11:40,65,57,38,32
11:50,65,55,38,32
12:00,65,53,37,30
12:10,64,53,37,30
12:20,64,52,37,31
12:30,64,51,37,31
12:40,64,50,37,30
12:50,64,50,37,30
13:00,63,50,37,31
13:10,63,49,37,31
13:20,62,48,37,31
13:30,62,48,37,31
13:40,62,48,37,31
13:50,61,48,37,30
14:00,60,48,37,30
