时间,东门,西门,南门,北门
00:00,46,52,39,38
00:10,46,52,39,38
00:20,46,53,39,38
00:30,46,52,39,38
00:40,46,52,39,38
00:50,46,52,39,38
01:00,47,54,39,38
01:10,48,54,39,38
01:20,48,54,39,38
01:30,48,55,39,38
01:40,49,55,39,38
01:50,51,55,39,38
02:00,51,55,39,38
02:10,53,55,39,38
02:20,53,55,39,38
02:30,54,55,39,38
02:40,55,55,40,38
02:50,56,55,40,38
03:00,57,55,40,38
03:10,57,55,40,38
03:20,58,55,40,38
03:30,58,55,40,38
03:40,61,56,40,38
03:50,62,56,40,38
04:00,62,56,40,38
04:10,62,57,40,38
04:20,62,57,40,38
04:30,64,57,40,38
04:40,65,57,40,38
04:50,65,57,40,38
05:00,66,57,40,38
05:10,66,58,40,38
05:20,66,59,40,38
05:30,66,59,40,38
05:40,66,59,40,38
05:50,66,59,40,38
06:00,66,59,40,38
06:10,67,59,40,38
06:20,67,59,40,38
06:30,67,59,40,38
06:40,67,59,40,38
06:50,69,59,40,38
07:00,69,59,40,38
07:10,70,60,40,38
07:20,70,60,40,38
07:30,69,60,40,38
07:40,69,60,40,38
07:50,68,60,40,38
08:00,67,60,40,39
08:10,67,60,40,39
08:20,67,60,40,39
08:30,67,60,40,39
08:40,67,60,40,39
08:50,67,60,40,39
09:00,67,60,40,39
09:10,67,60,40,39
09:20,67,60,40,39
09:30,66,60,40,39
09:40,66,60,40,39
09:50,66,60,40,39
10:00,66,60,40,39
10:10,66,60,40,39
10:20,65,59,40,39
10:30,65,59,40,38
10:40,65,58,40,38
10:50,64,58,40,38
11:00,64,58,40,38
11:10,64,57,40,38
11:20,64,57,40,38
11:30,64,57,40,38
11:40,64,56,40,38
11:50,63,56,40,37
12:00,61,56,40,37
12:10,60,55,40,37
12:20,60,55,40,37
12:30,59,55,40,37
12:40,59,54,40,37
12:50,61,54,40,37
13:00,61,54,40,37
13:10,61,54,39,37
13:20,60,54,39,38
13:30,59,54,39,38
13:40,59,54,39,38
13:50,59,54,38,38
14:00,58,54,38,37
14:10,58,54,38,37
14:20,57,55,38,38
14:30,57,55,38,38
14:40,57,55,38,38
14:50,57,55,38,38
15:00,57,55,38,38
15:10,58,55,38,38
15:20,58,55,38,38
15:30,58,55,38,38
15:40,58,54,38,36
15:50,58,54,38,36
16:00,59,54,38,36
16:10,59,54,38,36
16:20,60,54,38,36
16:30,60,54,38,36
16:40,60,55,38,36
16:50,60,55,38,36
17:00,60,55,38,36
17:10,62,56,38,37
17:20,62,56,38,37
17:30,63,56,38,36
17:40,63,56,39,36
17:50,63,57,39,35
18:00,63,57,39,35
18:10,63,57,38,35
18:20,63,57,38,35
18:30,62,58,39,34
18:40,61,57,38,34
18:50,61,57,38,34
19:00,61,57,38,34
19:10,61,57,38,34
19:20,60,55,38,34
19:30,60,55,38,34
19:40,60,55,38,32
19:50,60,55,38,32
20:00,59,55,37,32
20:10,59,55,37,32
20:20,59,55,37,33
20:30,58,55,37,34
20:40,59,57,37,34
20:50,60,57,37,34
21:00,60,57,37,33
21:10,60,57,37,33
21:20,60,57,38,33
21:30,61,57,38,33
21:40,62,56,38,33
21:50,62,56,38,33
22:00,62,56,38,33
22:10,63,56,38,33
22:20,63,56,38,33
22:30,63,56,38,34
22:40,64,56,38,34
22:50,64,56,38,34
23:00,64,56,38,34
23:10,64,56,38,34
23:20,64,56,38,34
23:30,64,56,38,35
23:40,64,56,39,35
23:50,64,56,39,35
