时间,东门,西门,南门,北门
00:00,65,51,39,38
00:10,67,51,39,38
00:20,67,51,39,39
00:30,67,51,39,39
00:40,67,51,39,39
00:50,67,51,39,39
01:00,68,51,39,39
01:10,68,51,39,39
01:20,68,51,39,39
01:30,68,51,39,39
01:40,68,51,39,39
01:50,68,51,39,39
02:00,68,51,39,39
02:10,68,51,39,39
02:20,68,51,39,39
02:30,68,51,39,39
02:40,68,51,39,39
02:50,68,51,39,39
03:00,68,51,39,39
03:10,68,51,39,39
03:20,68,53,39,39
03:30,69,53,39,39
03:40,69,53,39,39
03:50,69,54,39,39
04:00,69,54,39,39
04:10,69,54,39,39
04:20,69,56,39,39
04:30,69,56,39,39
04:40,69,56,39,39
04:50,69,57,39,39
05:00,69,57,39,39
05:10,69,57,39,39
05:20,69,57,39,39
05:30,69,57,39,39
05:40,69,57,39,39
05:50,69,57,39,39
06:00,69,57,39,39
06:10,69,57,40,39
06:20,69,57,40,39
06:30,69,58,40,39
06:40,69,58,40,39
06:50,69,59,40,39
07:00,69,59,40,39
07:10,69,59,40,39
07:20,69,59,40,39
07:30,69,59,40,39
07:40,69,59,40,39
07:50,69,59,40,39
08:00,69,60,40,39
08:10,70,60,40,39
08:20,70,60,40,39
08:30,70,60,40,39
08:40,69,60,40,39
08:50,69,60,40,38
09:00,68,60,40,38
09:10,68,59,39,38
09:20,68,58,39,38
09:30,68,58,39,38
09:40,68,58,39,38
09:50,68,58,39,38
10:00,68,58,39,38
10:10,68,58,38,38
10:20,68,58,38,38
10:30,68,58,38,38
10:40,68,58,38,38
10:50,68,58,38,38
11:00,68,58,38,38
11:10,68,58,38,36
11:20,68,58,38,36
11:30,67,58,38,36
11:40,67,58,39,36
11:50,67,58,39,36
12:00,66,55,39,35
12:10,66,55,39,35
12:20,65,55,39,35
12:30,65,55,39,35
12:40,63,55,39,35
12:50,63,53,39,35
13:00,63,53,39,35
13:10,63,53,39,35
13:20,63,53,38,35
13:30,63,52,36,35
13:40,63,52,36,35
13:50,63,52,36,35
14:00,63,51,36,36
14:10,62,51,36,34
14:20,62,51,36,34
14:30,62,51,36,34
14:40,62,51,35,34
14:50,62,51,35,34
15:00,62,51,35,33
15:10,62,51,35,33
15:20,62,51,35,33
15:30,62,51,35,33
15:40,62,51,36,33
15:50,62,51,36,33
16:00,63,51,36,33
16:10,63,51,36,35
16:20,63,51,36,34
16:30,64,51,36,34
16:40,64,51,36,34
16:50,64,51,36,34
17:00,65,52,37,34
17:10,65,51,37,34
17:20,65,50,37,34
17:30,65,50,37,34
17:40,64,50,37,33
17:50,64,52,37,32
18:00,62,52,37,32
18:10,62,52,38,32
18:20,62,51,38,32
18:30,62,50,38,32
18:40,62,50,38,32
18:50,62,50,38,33
19:00,61,50,38,33
19:10,60,51,38,34
19:20,60,53,38,34
19:30,60,53,38,34
19:40,60,53,38,34
19:50,60,53,38,35
20:00,60,53,38,37
20:10,61,53,38,37
20:20,61,52,37,37
20:30,61,51,37,37
20:40,60,51,37,37
20:50,60,51,37,37
21:00,60,51,37,37
21:10,60,51,37,37
21:20,60,51,37,37
21:30,61,51,37,37
21:40,61,50,37,37
21:50,61,51,37,37
22:00,61,51,37,37
22:10,61,51,37,37
22:20,62,51,37,37
22:30,63,50,37,37
22:40,64,50,37,38
22:50,65,51,37,39
23:00,65,52,37,39
23:10,65,52,37,39
23:20,66,52,37,39
23:30,66,52,37,39
23:40,66,52,38,39
23:50,67,52,39,39
