时间,东门,西门,南门,北门
00:00,4,3,25,4
00:10,4,5,25,4
00:20,5,5,26,4
00:30,5,5,26,4
00:40,5,5,26,4
00:50,5,5,26,4
01:00,7,5,26,4
01:10,7,6,26,3
01:20,11,6,26,3
01:30,12,6,26,3
01:40,12,6,26,3
01:50,12,6,27,4
02:00,13,6,27,4
02:10,14,7,27,5
02:20,15,8,27,6
02:30,19,9,27,8
02:40,21,10,28,8
02:50,22,12,28,10
03:00,23,14,29,12
03:10,25,15,29,13
03:20,25,18,29,14
03:30,27,19,29,14
03:40,29,24,29,16
03:50,30,24,29,18
04:00,32,24,29,18
04:10,34,26,29,20
04:20,34,27,29,20
04:30,35,29,29,20
04:40,38,30,31,21
04:50,40,32,31,23
05:00,40,35,32,25
05:10,42,35,33,26
05:20,44,37,34,26
05:30,46,38,34,27
05:40,46,39,34,29
05:50,47,39,34,29
06:00,47,39,34,31
06:10,49,40,35,31
06:20,51,42,35,32
06:30,54,43,35,32
06:40,55,45,35,33
06:50,55,45,35,33
07:00,57,45,36,32
07:10,58,46,36,32
07:20,58,46,36,30
07:30,55,46,37,31
07:40,55,47,37,32
07:50,56,47,38,33
08:00,56,49,38,32
08:10,57,49,38,32
08:20,55,49,39,33
08:30,54,50,39,32
08:40,54,48,38,32
08:50,52,48,38,30
09:00,52,49,37,30
09:10,49,47,37,27
09:20,49,45,37,27
09:30,51,45,36,25
09:40,50,43,36,23
09:50,43,31,35,22
10:00,39,26,35,20
10:10,37,25,35,20
10:20,36,25,34,19
10:30,35,24,34,18
10:40,34,22,33,18
10:50,33,22,32,17
11:00,33,22,29,17
11:10,32,22,29,15
11:20,32,20,28,15
11:30,31,19,28,15
11:40,28,19,28,10
11:50,24,18,27,9
12:00,21,17,27,6
12:10,17,17,26,4
12:20,15,13,26,0
12:30,13,12,25,0
12:40,10,8,25,0
12:50,8,7,25,0
13:00,6,4,25,0
13:10,3,3,22,0
13:20,5,0,21,0
13:30,5,0,21,1
13:40,3,1,20,0
13:50,4,1,20,0
14:00,6,0,20,0
14:10,6,0,20,0
14:20,6,0,20,0
14:30,5,0,19,0
14:40,4,1,20,0
14:50,4,4,20,0
15:00,5,1,18,1
15:10,4,1,18,0
15:20,3,1,18,1
15:30,3,3,18,0
15:40,2,4,19,3
15:50,1,5,19,3
16:00,0,3,19,2
16:10,2,5,19,1
16:20,0,4,19,0
16:30,0,4,19,1
16:40,1,3,19,0
16:50,0,1,20,1
17:00,1,1,20,1
17:10,1,2,24,0
17:20,3,6,25,0
17:30,3,11,25,0
17:40,5,13,26,1
17:50,5,12,28,1
18:00,4,10,29,2
18:10,4,10,29,1
18:20,5,10,30,1
18:30,6,9,31,0
18:40,5,9,31,3
18:50,4,8,32,1
19:00,3,10,32,0
19:10,2,6,32,1
19:20,0,7,32,1
19:30,1,6,32,0
19:40,1,5,32,0
19:50,2,7,32,0
20:00,1,9,31,0
20:10,0,8,31,0
20:20,0,6,31,0
20:30,2,4,30,0
20:40,3,4,31,0
20:50,2,2,31,0
21:00,2,2,32,1
21:10,0,1,32,4
21:20,0,1,31,3
21:30,1,1,30,2
21:40,2,1,29,1
21:50,5,2,27,2
22:00,2,1,27,1
