时间,东门,西门,南门,北门
00:00,0,3,23,1
00:10,0,5,23,1
00:20,0,5,23,1
00:30,1,5,23,3
00:40,1,5,23,4
00:50,3,4,23,3
01:00,3,5,23,4
01:10,6,5,23,5
01:20,8,5,23,5
01:30,8,6,23,5
01:40,11,6,23,7
01:50,10,6,23,8
02:00,12,8,24,8
02:10,13,8,24,9
02:20,14,9,25,9
02:30,15,12,25,10
02:40,15,12,25,12
02:50,17,13,25,12
03:00,17,14,25,12
03:10,18,16,25,13
03:20,18,16,27,13
03:30,20,17,27,13
03:40,23,18,28,13
03:50,26,20,28,16
04:00,26,23,28,16
04:10,27,26,28,16
04:20,30,25,29,16
04:30,32,27,30,16
04:40,33,30,30,17
04:50,34,32,30,18
05:00,37,33,30,19
05:10,37,34,30,21
05:20,38,36,30,21
05:30,40,36,31,22
05:40,40,37,31,22
05:50,42,37,33,24
06:00,46,38,34,24
06:10,48,39,34,24
06:20,49,41,34,27
06:30,49,41,34,28
06:40,51,41,34,30
06:50,53,42,34,31
07:00,53,46,34,32
07:10,53,47,34,34
07:20,54,49,34,35
07:30,53,51,34,35
07:40,54,51,34,35
07:50,55,52,35,36
08:00,55,51,35,37
08:10,54,50,36,37
08:20,52,49,38,37
08:30,51,47,38,37
08:40,53,45,39,38
08:50,51,43,40,36
09:00,50,44,40,34
09:10,49,41,38,34
09:20,47,38,37,34
09:30,46,34,37,33
09:40,45,31,36,31
09:50,42,29,33,30
10:00,41,27,33,29
10:10,36,24,33,27
10:20,34,22,33,26
10:30,32,20,32,26
10:40,32,20,31,25
10:50,31,20,30,25
11:00,31,19,30,24
11:10,31,18,30,24
11:20,30,18,30,21
11:30,29,14,30,21
11:40,21,12,30,20
11:50,19,7,30,21
12:00,15,3,30,20
12:10,12,1,30,18
12:20,11,0,29,16
12:30,5,1,27,15
12:40,2,1,27,13
12:50,3,2,27,13
13:00,1,2,27,11
13:10,2,3,26,10
13:20,1,0,25,5
13:30,2,0,22,4
13:40,2,0,22,4
13:50,2,0,22,2
14:00,2,0,23,1
14:10,2,1,23,1
14:20,2,1,24,1
14:30,2,0,24,2
14:40,1,0,25,2
14:50,1,1,24,1
15:00,1,2,23,1
15:10,2,2,24,1
15:20,0,3,24,1
15:30,0,4,25,2
15:40,1,4,25,4
15:50,1,5,25,1
16:00,1,8,25,1
16:10,1,5,25,1
16:20,0,6,24,0
16:30,1,7,25,0
16:40,1,9,25,0
16:50,1,7,25,0
17:00,2,8,26,1
17:10,1,9,27,0
17:20,2,8,27,3
17:30,0,4,26,6
17:40,0,4,26,6
17:50,1,4,29,5
18:00,1,3,29,6
18:10,0,6,30,5
18:20,2,10,30,5
18:30,1,9,31,4
18:40,0,11,29,5
18:50,0,12,29,4
19:00,1,12,29,6
19:10,1,12,30,7
19:20,0,13,30,5
19:30,1,14,30,5
19:40,3,13,29,2
19:50,5,12,28,2
20:00,6,11,28,0
20:10,5,11,27,1
20:20,4,11,27,1
20:30,6,8,27,0
20:40,4,8,27,2
20:50,3,6,26,3
21:00,3,5,25,3
21:10,1,6,25,2
21:20,3,3,26,1
21:30,1,2,28,3
21:40,1,2,29,3
21:50,0,2,29,2
22:00,0,1,29,1
